%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1405689220876490277,44,1405689220876490277,ardrone_base_link,0.0714963605033,0.00986471224075,-0.00445114660934,0.997382146011,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000479385256767,-0.000727482198272,-0.00379727128893,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.150491223671,-0.304182232171,9.71547762156,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220877545243,45,1405689220877545243,ardrone_base_link,0.0714876531707,0.00986475109971,-0.00445106048841,0.997382770149,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000213123857975,-0.00356428325176,-0.00550089031458,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.15109934397,-0.303823725134,9.71547528505,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220878259592,46,1405689220878259592,ardrone_base_link,0.0714789541332,0.00986478992087,-0.00445097444925,0.997383393617,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000301454216242,-0.00108183175325,-0.00448361411691,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.152485482953,-0.303359838203,9.71547528505,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220878816077,47,1405689220878816077,ardrone_base_link,0.0714788680424,0.00986541370326,-0.00444227048041,0.997383432421,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000195939093828,-0.00209246575832,-0.00283115170896,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.175834777951,-0.30318116881,9.71599632502,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220879456600,48,1405689220879456600,ardrone_base_link,0.0714702467897,0.00986482877832,-0.00445088832764,0.997384017603,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00231524929404,-0.00319771468639,-0.00170048326254,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.198476815596,-0.303063942119,9.71649692059,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220880173764,49,1405689220880173764,ardrone_base_link,0.0714702729619,0.00987353202117,-0.00445151131808,0.997383926828,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00388199090958,-0.00225355476141,-0.00177635066211,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.193189639971,-0.302671281993,9.71637250185,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220881510830,50,1405689220881510830,ardrone_base_link,0.0714704452772,0.00987228462423,-0.00446891900465,0.997383848982,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00674805045128,-0.00207422673702,-0.00221012625843,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.190124167502,-0.302326191589,9.71630299091,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220882841905,51,1405689220882841905,ardrone_base_link,0.0714705578232,0.00988036521292,-0.00447824577971,0.997383719068,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00555724650621,6.13629817963e-05,-0.00300676329061,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.190911367908,-0.279385994375,9.71738888025,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220884151386,52,1405689220884151386,ardrone_base_link,0.0714617988701,0.00988973216972,-0.00447007887316,0.997384290479,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.0025223530829,-0.000591069459915,-0.00252133794129,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.189627295732,-0.256666779146,9.71839883327,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220906705016,53,1405689220906705016,ardrone_base_link,0.0714617387943,0.0098990590482,-0.00446199780921,0.997384238443,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-2.12714076042e-05,0.000412117718952,-0.00217940611765,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.189440211281,-0.261319594458,9.7181453228,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220907816873,54,1405689220907816873,ardrone_base_link,0.0714616785614,0.00990838694464,-0.00445391707982,0.997384186253,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.00224566087127,-0.00111555308104,-0.00233390880749,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.18885807544,-0.263442762941,9.71800863743,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220909225771,55,1405689220909225771,ardrone_base_link,0.07145291081,0.00991775263361,-0.00444574943405,0.99738475777,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000540684908628,-0.00106291845441,-0.00378222577274,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.187593096867,-0.262325403839,9.74149165154,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220910601769,56,1405689220910601769,ardrone_base_link,0.0714441169038,0.00991841490599,-0.00443695912328,0.997385420286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000231757760048,-0.00289973244071,-0.00334399100393,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.186328592896,-0.264098699391,9.76435315609,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220911151653,57,1405689220911151653,ardrone_base_link,0.0714440562648,0.00992774265869,-0.00442887823332,0.997385367743,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.000406537204981,0.000357810407877,-0.00397638231516,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.18633149527,-0.265353364497,9.75858666897,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220911685583,58,1405689220911685583,ardrone_base_link,0.0714352447221,0.00991970038975,-0.00441946489121,0.99738612066,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000151675194502,-0.0042677745223,-0.00447799265385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.186642870679,-0.267252575606,9.75556498766,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220912424429,59,1405689220912424429,ardrone_base_link,0.0714264507871,0.0099203622785,-0.00441067455154,0.997386782793,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000642295926809,-0.00328683853149,-0.00254119094461,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.187017149106,-0.268724444136,9.75723266602,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220912969620,60,1405689220912969620,ardrone_base_link,0.0714176651385,0.00992102399571,-0.0044018840235,0.997387444179,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000396579504013,-0.00499829277396,-0.00546646490693,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.187347764149,-0.292854267731,9.7791724205,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220914109967,61,1405689220914109967,ardrone_base_link,0.0714176394444,0.00991232072266,-0.00440126148566,0.9973875353,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.000170022249222,-0.00545981898904,-0.00354788638651,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.187792867795,-0.315793698281,9.80112268925,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220915524948,62,1405689220915524948,ardrone_base_link,0.0714089577596,0.00992106242459,-0.00440179741096,0.99738806763,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00232823938131,-0.000459510833025,-0.00340021308511,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.188701018691,-0.309727919847,9.79542804956,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220916839362,63,1405689220916839362,ardrone_base_link,0.0714002843693,0.00992980513683,-0.00440233334047,0.997388599204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00141768530011,-0.0019310824573,-0.00358560890891,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.190368112922,-0.305412820354,9.76928142309,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220939279224,64,1405689220939279224,ardrone_base_link,0.0714002843693,0.00992980513683,-0.00440233334047,0.997388599204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.00248376652598,-0.00173173099756,-0.00240231025964,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.191130542755,-0.28293483071,9.74900467396,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220940570779,65,1405689220940570779,ardrone_base_link,0.0714002843693,0.00992980513683,-0.00440233334047,0.997388599204,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-0.0010155364871,-0.00271199643612,-0.00220086984336,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.190353108197,-0.259532736242,9.75535470247,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220941871204,66,1405689220941871204,ardrone_base_link,0.0713914291972,0.00993979391592,-0.00438546125601,0.997389207914,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.00159489375073,-0.00291033112444,-0.00287746405229,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.189775243774,-0.264173613489,9.7582326889,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220943046928,67,1405689220943046928,ardrone_base_link,0.0713914291972,0.00993979391592,-0.00438546125601,0.997389207914,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,-2.57603824139e-05,-0.00219479203224,-0.00162933953106,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.18954305388,-0.28851381354,9.7552110076,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
1405689220943793061,68,1405689220943793061,ardrone_base_link,0.0713913424544,0.00994041691593,-0.00437675749584,0.997389246146,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100000.0,0.00121126323938,-0.00204188004136,-0.00120871933177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.189122209698,-0.308701793849,9.75483307838,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
